,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosen/n000149/0232_01.jpg,78.006,14.142,14.213,15.0,27.166,23.77,38.053,42.0,14.318,14.765,17.493,31.257,68.066,114.127,178.404,99.639,40.608,25.495,62.0,198.023,136.033,85.288,51.157,58.138,15.297,0.762,0.509,0.408,0.628,0.573,0.611,1.082,0.382,0.5210000276565552,0.22699999809265137,0.413,0.356,0.355,0.233,0.178,0.191,0.322,0.256,0.258
1,chosen/n000149/0099_01.jpg,51.01,9.055,9.22,7.81,17.263,11.662,20.025,18.028,5.0,11.402,11.705,15.0,20.0,57.271,88.142,45.0,17.029,17.029,31.0,112.641,81.884,49.041,34.059,31.953,7.28,0.929,0.558,0.378,1.0,0.5,0.44,0.804,0.227,-0.765999972820282,0.17800000309944153,0.517,0.516,0.507,0.344,0.317,0.33,0.653,0.56,0.564
2,chosen/n000149/0174_01.jpg,46.39,7.28,9.899,11.402,13.342,8.602,17.263,21.378,9.0,8.485,7.28,15.033,31.016,56.223,91.049,57.079,21.095,16.125,36.0,107.912,72.367,39.56,33.136,26.249,8.062,0.795,0.467,0.37,0.764,0.66,0.454,1.107,0.341,1.4830000400543213,0.11800000071525574,0.399,0.362,0.362,0.33,0.242,0.268,0.42,0.376,0.379
3,chosen/n000149/0435_01.jpg,148.122,16.125,32.65,37.202,53.935,35.511,57.009,59.228,35.014,36.235,32.65,74.007,131.004,212.897,336.537,220.111,92.049,57.315,121.0,352.959,232.459,139.27,95.084,85.376,29.275,0.691,0.401,0.418,0.623,0.609,0.778,1.816,0.389,0.4480000138282776,0.4390000104904175,0.333,0.288,0.288,0.201,0.195,0.197,0.298,0.234,0.236
4,chosen/n000149/0062_01.jpg,31.016,4.123,6.325,5.831,10.44,6.0,14.56,15.524,5.0,7.0,7.071,9.849,21.024,41.183,61.327,37.162,13.928,10.296,17.0,67.469,50.961,30.594,20.616,20.224,4.123,0.831,0.491,0.375,0.739,0.59,0.478,1.0,0.343,1.281999945640564,0.09200000017881393,0.504,0.45,0.457,0.257,0.229,0.247,0.489,0.441,0.444
5,chosen/n000149/0317_01.jpg,75.133,11.045,12.207,11.18,27.295,17.263,33.541,33.956,12.166,15.652,16.279,20.616,51.971,91.591,125.634,74.465,31.321,22.804,34.0,158.146,124.459,76.655,47.854,49.366,13.153,0.991,0.539,0.421,0.728,0.513,0.431,1.191,0.414,0.4690000116825104,0.2669999897480011,0.504,0.466,0.464,0.292,0.248,0.257,0.396,0.375,0.376
6,chosen/n000149/0229_01.jpg,83.217,12.649,16.763,13.892,28.46,21.024,42.059,42.059,14.318,14.142,13.601,28.636,63.906,116.482,162.25,107.912,43.658,33.242,49.0,190.52,144.101,89.32,54.781,60.926,17.72,0.888,0.523,0.405,0.761,0.461,0.523,1.401,0.394,-0.05400000140070915,0.25600001215934753,0.454,0.436,0.439,0.24,0.222,0.234,0.355,0.341,0.342
7,chosen/n000149/0053_01.jpg,108.78,20.224,23.022,25.456,33.015,20.224,46.098,57.14,22.361,23.77,21.932,35.511,88.119,157.648,227.554,144.779,54.332,42.755,82.0,262.688,181.0,105.233,75.954,72.25,15.133,0.795,0.458,0.375,0.787,0.567,0.468,0.748,0.387,1.00600004196167,0.1770000010728836,0.281,0.291,0.295,0.22,0.174,0.192,0.301,0.253,0.254
8,chosen/n000149/0301_01.jpg,98.25,20.025,18.028,21.26,26.019,18.974,44.045,43.186,18.248,21.095,18.868,41.304,73.824,133.664,204.534,121.807,49.366,32.28,81.0,238.008,157.013,85.212,72.443,59.211,12.042,0.768,0.443,0.405,0.654,0.609,0.57,0.601,0.361,2.071000099182129,0.1420000046491623,0.32,0.331,0.331,0.203,0.19,0.201,0.39,0.344,0.345
9,chosen/n000149/0240_01.jpg,97.185,17.0,18.439,19.416,25.495,22.136,47.011,43.0,20.0,21.26,18.788,41.012,80.1,137.713,207.155,128.016,51.039,35.057,88.0,247.291,159.452,87.693,72.007,62.29,12.042,0.77,0.452,0.399,0.687,0.54,0.57,0.708,0.387,0.7570000290870667,0.4000000059604645,0.487,0.435,0.426,0.264,0.234,0.248,0.39,0.331,0.337
10,chosen/n000149/0142_01.jpg,62.201,9.055,12.728,10.63,25.02,12.649,28.16,29.0,10.05,12.649,13.0,17.117,39.115,71.568,112.294,66.189,25.08,23.0,38.0,132.136,94.191,57.0,37.483,32.016,14.0,0.839,0.447,0.379,0.917,0.508,0.457,1.546,0.348,-1.3730000257492065,0.18400000035762787,0.459,0.485,0.491,0.281,0.254,0.266,0.55,0.5,0.503
11,chosen/n000149/0478_01.jpg,52.01,9.0,12.806,12.207,13.038,8.062,21.0,23.087,12.0,11.662,11.18,21.0,48.01,76.164,111.018,75.007,29.0,23.195,31.0,116.017,85.024,46.043,39.0,33.015,5.0,0.766,0.433,0.387,0.8,0.539,0.538,0.556,0.432,0.6140000224113464,0.23499999940395355,0.428,0.407,0.405,0.297,0.268,0.276,0.392,0.342,0.344
12,chosen/n000149/0180_03.jpg,17.029,2.0,3.606,3.606,5.099,3.0,8.0,7.071,3.0,3.606,4.123,7.0,14.0,23.0,32.016,22.0,10.0,6.0,10.0,37.054,27.074,15.133,12.0,10.05,2.0,0.846,0.437,0.455,0.6,0.601,0.583,1.0,0.437,1.4119999408721924,0.0430000014603138,0.507,0.382,0.385,0.301,0.288,0.294,0.362,0.292,0.293
13,chosen/n000149/0490_01.jpg,23.087,4.0,4.243,3.606,7.071,5.099,11.045,12.042,4.123,5.831,5.099,8.062,18.111,35.057,46.098,31.145,14.142,9.0,14.0,52.086,38.118,22.091,16.031,15.033,3.0,0.827,0.429,0.454,0.636,0.436,0.503,0.75,0.393,1.0329999923706055,0.10700000077486038,0.603,0.472,0.473,0.286,0.266,0.275,0.415,0.367,0.365
14,chosen/n000149/0483_01.jpg,31.016,5.0,5.0,6.403,8.246,5.099,13.0,15.033,7.0,7.071,5.385,13.038,28.0,43.417,67.03,41.0,18.0,11.18,31.0,81.099,50.16,27.459,23.022,19.235,4.0,0.748,0.443,0.439,0.621,0.51,0.566,0.8,0.418,-0.21699999272823334,0.057999998331069946,0.526,0.459,0.468,0.302,0.275,0.28,0.376,0.321,0.321
15,chosen/n000149/0307_01.jpg,154.984,21.19,26.249,29.155,56.223,26.019,62.586,71.589,32.311,29.069,21.26,60.836,126.846,197.59,303.99,179.769,73.007,50.606,81.0,313.904,235.637,136.125,100.722,80.654,40.792,0.775,0.408,0.406,0.693,0.547,0.604,1.925,0.417,0.39500001072883606,0.3160000145435333,0.434,0.399,0.404,0.188,0.181,0.188,0.416,0.35,0.354
16,chosen/n000149/0337_02.jpg,30.067,5.0,6.403,6.403,9.055,6.0,13.038,15.0,6.083,5.831,5.831,10.0,25.08,41.012,58.034,41.049,16.0,13.153,17.0,66.03,49.041,28.018,21.024,19.0,5.099,0.845,0.463,0.39,0.822,0.487,0.476,1.02,0.432,0.07100000232458115,0.14000000059604645,0.398,0.402,0.405,0.253,0.211,0.228,0.41,0.37,0.373
17,chosen/n000149/0121_01.jpg,101.079,15.0,20.809,21.401,30.265,13.342,38.053,46.271,25.02,19.105,14.765,40.012,92.022,129.248,199.04,133.004,53.0,40.447,58.0,212.085,154.117,83.217,71.0,53.038,22.0,0.774,0.41,0.398,0.763,0.522,0.564,1.467,0.462,1.0700000524520874,0.30799999833106995,0.304,0.327,0.328,0.207,0.178,0.198,0.263,0.246,0.245
18,chosen/n000149/0508_01.jpg,49.649,10.198,10.0,9.434,17.263,12.53,22.804,23.345,7.28,9.22,9.22,16.492,29.614,60.008,93.193,58.249,23.77,19.416,28.0,109.49,82.0,49.729,32.388,32.573,10.05,0.88,0.543,0.408,0.817,0.5,0.509,0.985,0.318,-0.30799999833106995,0.1120000034570694,0.463,0.416,0.415,0.278,0.234,0.248,0.624,0.59,0.591
19,chosen/n000149/0148_01.jpg,89.0,13.0,15.232,17.889,21.095,9.055,23.345,32.757,20.1,21.401,19.416,44.102,79.057,100.245,170.0,125.1,53.151,33.734,51.0,170.496,119.708,53.16,68.029,32.696,11.0,0.704,0.326,0.425,0.635,0.491,0.648,0.846,0.465,-0.09200000017881393,0.23899999260902405,0.509,0.492,0.492,0.23,0.216,0.224,0.275,0.272,0.274
20,chosen/n000149/0043_02.jpg,32.062,5.0,5.0,6.403,10.198,5.099,15.0,17.263,6.0,8.602,7.28,12.0,27.019,45.044,66.008,41.012,17.029,12.042,27.0,78.16,51.245,29.428,22.0,19.235,4.0,0.776,0.427,0.415,0.707,0.473,0.545,0.8,0.409,1.746000051498413,0.0689999982714653,0.541,0.404,0.405,0.283,0.258,0.268,0.319,0.292,0.294
21,chosen/n000149/0101_01.jpg,26.0,5.099,6.403,6.403,8.062,6.083,13.0,14.036,6.0,4.472,4.472,8.0,23.022,42.297,59.135,38.013,14.036,11.045,19.0,64.008,45.011,27.074,18.028,19.026,4.0,0.761,0.45,0.369,0.787,0.58,0.444,0.784,0.389,0.4449999928474426,0.16200000047683716,0.361,0.368,0.359,0.268,0.233,0.244,0.463,0.425,0.421
22,chosen/n000149/0153_02.jpg,26.571,4.472,6.403,5.831,8.246,4.123,12.369,13.342,5.385,5.657,5.099,9.487,22.472,37.336,56.321,36.688,14.866,11.18,20.0,61.612,42.379,24.042,18.385,15.811,4.123,0.752,0.423,0.405,0.752,0.547,0.516,0.922,0.399,-1.5820000171661377,0.029999999329447746,0.392,0.385,0.389,0.29,0.277,0.285,0.327,0.305,0.301
23,chosen/n000149/0024_01.jpg,80.062,12.166,16.125,16.279,21.024,15.0,32.757,39.115,18.439,17.889,15.811,32.985,75.505,113.6,167.693,110.023,45.891,31.321,65.0,195.028,130.541,71.449,59.228,50.488,10.198,0.778,0.444,0.417,0.683,0.517,0.557,0.838,0.45,0.6600000262260437,0.1979999989271164,0.435,0.408,0.413,0.246,0.212,0.225,0.481,0.389,0.398
24,chosen/n000149/0359_01.jpg,91.548,15.297,14.142,17.889,24.352,22.825,42.755,47.854,20.1,19.105,18.028,40.2,81.394,132.458,212.116,113.137,46.53,29.017,78.0,236.434,159.138,92.179,68.029,67.912,12.369,0.75,0.513,0.411,0.624,0.552,0.591,0.809,0.384,-0.9890000224113464,0.2329999953508377,0.386,0.348,0.349,0.232,0.206,0.216,0.232,0.213,0.214
25,chosen/n000149/0270_01.jpg,138.177,23.0,33.601,31.89,42.107,26.173,61.4,65.031,21.095,29.732,29.069,44.102,98.127,190.168,274.263,188.215,73.11,58.856,60.0,279.351,219.447,123.406,96.083,81.302,18.028,0.8,0.428,0.388,0.805,0.556,0.459,0.784,0.358,-0.3799999952316284,0.4339999854564667,0.402,0.428,0.433,0.309,0.275,0.292,0.577,0.509,0.513
26,chosen/n000149/0004_01.jpg,59.414,10.198,12.207,12.728,15.033,11.045,26.077,30.017,14.142,13.416,12.207,23.195,54.452,89.56,128.996,82.389,34.234,24.331,47.0,148.273,101.4,57.079,44.407,42.048,6.083,0.786,0.469,0.416,0.711,0.512,0.522,0.596,0.422,-0.46799999475479126,0.039000000804662704,0.467,0.44,0.44,0.304,0.247,0.261,0.481,0.412,0.416
27,chosen/n000149/0511_01.jpg,33.242,6.0,7.071,7.211,8.246,5.099,14.036,15.524,9.055,6.403,6.325,12.042,30.067,46.098,67.186,47.17,19.026,14.0,24.0,79.228,55.326,30.265,25.08,22.091,4.123,0.823,0.479,0.403,0.736,0.51,0.48,0.687,0.448,-1.0839999914169312,0.09099999815225601,0.511,0.468,0.464,0.316,0.266,0.275,0.419,0.348,0.35
28,chosen/n000149/0266_01.jpg,33.061,5.0,6.403,7.211,9.22,5.099,13.0,14.142,7.0,7.211,6.708,12.042,30.017,42.426,65.123,44.0,18.0,12.166,25.0,78.026,53.038,29.069,24.0,20.0,4.123,0.814,0.471,0.409,0.676,0.56,0.502,0.825,0.461,0.7590000033378601,0.12999999523162842,0.498,0.424,0.423,0.28,0.256,0.262,0.442,0.36,0.362
29,chosen/n000149/0488_01.jpg,22.0,3.0,5.0,4.243,6.083,5.099,10.05,11.045,4.0,4.472,4.472,8.062,19.026,33.061,49.01,30.017,12.0,10.05,20.0,57.009,37.014,21.095,16.031,15.033,3.0,0.755,0.455,0.4,0.838,0.46,0.503,1.0,0.388,-2.3399999141693115,0.03099999949336052,0.478,0.413,0.415,0.339,0.311,0.32,0.531,0.463,0.463
30,chosen/n000149/0259_01.jpg,122.016,21.024,23.854,23.324,31.016,14.0,40.0,48.374,25.179,20.809,20.248,44.045,94.085,158.013,239.008,166.003,70.029,49.366,75.0,257.018,182.025,91.088,91.005,60.208,20.1,0.762,0.381,0.422,0.705,0.478,0.484,0.956,0.394,-0.027000000700354576,0.37400001287460327,0.424,0.407,0.408,0.233,0.203,0.217,0.285,0.266,0.268
31,chosen/n000149/0145_01.jpg,60.133,10.0,12.806,13.454,15.133,10.05,27.074,30.017,12.042,12.649,12.53,20.1,47.096,79.101,113.159,82.098,33.061,24.331,36.0,134.134,98.184,53.151,45.044,38.053,6.083,0.868,0.481,0.403,0.736,0.54,0.446,0.608,0.416,0.6010000109672546,0.24699999392032623,0.437,0.399,0.407,0.368,0.258,0.275,0.432,0.379,0.381
32,chosen/n000149/0176_01.jpg,56.009,8.0,10.817,10.817,16.031,7.0,20.0,22.091,13.0,9.434,10.0,20.0,45.011,74.007,110.005,74.007,30.0,23.195,26.0,111.005,85.006,45.011,40.0,29.0,10.0,0.773,0.392,0.405,0.773,0.466,0.5,1.25,0.409,1.1009999513626099,0.23199999332427979,0.465,0.478,0.481,0.284,0.242,0.253,0.404,0.388,0.39
33,chosen/n000149/0008_01.jpg,92.704,16.763,19.925,18.601,25.942,16.401,42.048,43.417,20.616,18.028,18.028,35.341,78.549,122.413,179.075,126.087,51.478,38.91,72.0,220.327,152.315,85.493,66.851,59.615,13.416,0.851,0.487,0.408,0.756,0.495,0.529,0.8,0.439,0.020999999716877937,0.11599999666213989,0.473,0.467,0.472,0.267,0.24,0.255,0.673,0.558,0.565
34,chosen/n000149/0535_01.jpg,61.131,8.062,5.831,4.472,31.048,11.18,16.031,15.0,10.0,8.544,11.314,21.024,36.0,60.729,101.71,47.011,21.0,16.0,37.0,127.393,90.554,60.638,31.257,29.614,24.331,0.89,0.488,0.447,0.762,0.322,0.673,3.018,0.354,0.6460000276565552,0.20100000500679016,0.705,0.635,0.639,0.188,0.181,0.181,0.544,0.502,0.507
35,chosen/n000149/0327_01.jpg,83.815,13.601,18.028,18.028,22.804,13.038,41.485,41.11,16.155,17.263,14.866,28.636,61.098,118.309,174.751,115.169,47.17,32.65,45.0,172.467,129.035,68.154,61.098,45.354,10.77,0.738,0.383,0.41,0.692,0.552,0.469,0.792,0.35,-0.6449999809265137,0.23399999737739563,0.455,0.407,0.412,0.298,0.233,0.245,0.556,0.42,0.437
36,chosen/n000149/0398_02.jpg,27.019,4.0,4.243,5.0,11.045,6.325,12.0,13.0,5.0,4.243,3.606,8.0,21.095,36.346,53.235,31.257,13.153,8.062,19.0,64.008,45.011,29.017,16.125,18.0,8.0,0.846,0.495,0.421,0.613,0.573,0.496,2.0,0.396,1.190999984741211,0.1509999930858612,0.422,0.45,0.45,0.246,0.202,0.209,0.472,0.419,0.42
37,chosen/n000149/0261_02.jpg,28.071,4.0,5.0,5.0,8.246,6.325,10.05,13.038,5.0,5.831,5.385,9.0,22.023,37.336,56.009,34.059,14.036,9.0,19.0,64.125,45.177,25.318,20.0,17.117,4.123,0.807,0.458,0.412,0.641,0.556,0.45,1.031,0.393,2.421999931335449,0.16300000250339508,0.435,0.38,0.382,0.318,0.289,0.299,0.372,0.342,0.348
