,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosen/n000736/0232_01.jpg,18.111,2.0,2.828,2.236,5.099,2.0,6.0,6.083,4.123,3.606,4.472,7.071,13.153,23.345,34.234,20.396,8.246,7.0,11.0,38.053,27.074,14.036,13.038,9.0,2.236,0.791,0.386,0.404,0.849,0.362,0.542,1.118,0.384,-0.8339999914169312,0.050999999046325684,0.697,0.6,0.6,0.373,0.327,0.333,0.475,0.469,0.469
1,chosen/n000736/0099_01.jpg,90.956,8.944,15.232,16.643,23.345,15.297,38.601,39.56,19.647,25.71,24.187,34.482,67.446,129.283,173.488,103.74,45.222,29.155,60.0,210.924,152.082,84.528,67.72,61.188,4.243,0.877,0.473,0.436,0.645,0.547,0.509,0.474,0.389,-0.2849999964237213,0.1889999955892563,0.388,0.37,0.369,0.289,0.257,0.271,0.386,0.36,0.366
2,chosen/n000736/0435_02.jpg,25.08,3.0,4.243,3.606,7.616,3.162,9.22,9.0,7.071,5.657,4.472,11.0,23.022,36.056,52.01,27.019,12.0,8.0,24.0,65.069,41.11,23.345,18.028,16.031,4.123,0.79,0.445,0.444,0.667,0.491,0.61,1.374,0.443,0.8600000143051147,0.164000004529953,0.665,0.559,0.565,0.29,0.3,0.299,0.517,0.514,0.516
3,chosen/n000736/0191_02.jpg,24.021,3.162,3.162,3.606,6.083,5.0,8.062,8.062,5.0,6.403,5.385,11.0,17.0,32.388,48.01,25.02,11.045,6.0,16.0,55.145,39.205,21.378,18.0,15.297,2.0,0.817,0.472,0.441,0.543,0.564,0.611,0.633,0.354,-0.17399999499320984,0.19900000095367432,0.567,0.551,0.546,0.427,0.4,0.403,0.446,0.41,0.412
4,chosen/n000736/0062_01.jpg,77.006,10.0,11.402,11.402,22.0,16.0,36.056,37.054,14.0,21.19,20.248,27.0,49.0,113.159,150.12,81.0,37.0,23.022,46.0,180.003,134.004,79.0,55.009,57.0,5.0,0.893,0.504,0.457,0.622,0.495,0.491,0.5,0.326,-0.08500000089406967,0.3540000021457672,0.602,0.476,0.481,0.345,0.293,0.302,0.402,0.384,0.386
5,chosen/n000736/0229_01.jpg,55.902,7.071,5.0,5.099,15.133,7.0,18.028,16.279,11.18,13.038,12.649,20.396,31.78,68.447,98.061,55.109,27.459,14.318,23.0,111.544,88.685,48.094,40.792,33.015,6.083,0.904,0.482,0.498,0.521,0.353,0.5,0.86,0.324,0.4099999964237213,0.0949999988079071,0.768,0.615,0.619,0.352,0.31,0.321,0.368,0.361,0.362
6,chosen/n000736/0442_03.jpg,29.017,3.0,2.828,3.606,9.055,5.0,9.055,10.05,6.0,6.325,7.616,10.05,19.026,35.057,49.163,30.15,14.142,8.0,13.0,58.034,45.044,25.0,20.1,16.031,4.0,0.916,0.457,0.469,0.566,0.402,0.5,1.333,0.387,0.6399999856948853,0.03999999910593033,0.639,0.549,0.552,0.265,0.307,0.308,0.452,0.419,0.42
7,chosen/n000736/0442_03.jpg,24.083,2.0,2.236,2.236,11.18,4.0,7.071,7.071,5.0,5.657,5.099,9.0,19.0,29.0,44.102,23.0,10.05,6.0,13.0,49.092,36.125,23.195,13.0,12.042,7.0,0.819,0.415,0.437,0.597,0.373,0.692,3.5,0.431,-1.6690000295639038,0.0860000029206276,0.833,0.741,0.74,0.337,0.294,0.298,0.687,0.706,0.708
8,chosen/n000736/0053_01.jpg,64.07,7.071,8.944,8.602,15.0,6.0,19.105,19.026,17.029,14.422,13.601,30.067,58.078,85.212,118.207,75.24,33.136,21.213,37.0,137.131,100.18,51.088,49.092,36.125,8.0,0.847,0.424,0.44,0.64,0.414,0.612,1.131,0.491,-0.36500000953674316,0.20000000298023224,0.652,0.552,0.556,0.256,0.256,0.259,0.482,0.5,0.506
9,chosen/n000736/0240_01.jpg,41.195,4.123,5.831,5.657,12.042,9.22,22.023,23.537,8.0,11.705,11.18,16.031,26.173,63.285,81.394,46.271,21.095,13.038,22.0,94.34,72.443,43.29,29.155,31.257,3.162,0.89,0.494,0.456,0.618,0.441,0.55,0.767,0.322,0.25699999928474426,0.2639999985694885,0.629,0.545,0.543,0.433,0.379,0.383,0.527,0.501,0.501
