,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosen/n000029/0232_01.jpg,56.143,7.071,10.0,9.22,19.235,12.53,20.616,17.464,9.055,14.56,15.264,22.091,41.195,74.061,113.004,60.299,27.166,18.111,52.0,143.422,91.662,54.918,37.014,35.693,7.071,0.811,0.482,0.451,0.667,0.531,0.597,1.0,0.365,0.2930000126361847,0.2199999988079071,0.509,0.478,0.479,0.303,0.28,0.287,0.558,0.524,0.522
1,chosen/n000029/0152_04.jpg,23.195,3.162,3.606,4.472,9.0,6.083,8.246,8.062,6.0,6.403,5.385,12.042,21.024,37.121,52.24,31.064,14.036,9.055,17.0,58.31,41.437,27.166,14.318,18.248,4.0,0.793,0.492,0.452,0.645,0.446,0.841,1.265,0.402,-0.10700000077486038,0.0689999982714653,0.655,0.548,0.544,0.261,0.22,0.221,0.541,0.497,0.498
2,chosen/n000029/0099_01.jpg,87.321,11.402,15.0,14.765,33.541,14.866,22.561,25.06,14.866,20.809,22.561,32.985,56.613,99.464,149.466,98.234,42.202,27.659,45.0,172.792,129.12,75.286,53.852,42.154,16.279,0.864,0.424,0.43,0.655,0.538,0.613,1.428,0.379,-0.4950000047683716,0.1379999965429306,0.398,0.377,0.375,0.272,0.234,0.239,0.236,0.281,0.273
3,chosen/n000029/0191_02.jpg,47.011,6.0,7.071,7.211,18.111,6.083,12.166,13.0,11.0,10.0,9.849,20.0,36.014,61.008,86.006,52.0,23.022,14.036,20.0,95.021,75.027,46.098,29.017,28.018,11.045,0.872,0.459,0.443,0.61,0.509,0.689,1.841,0.419,0.32100000977516174,0.28999999165534973,0.564,0.506,0.504,0.222,0.217,0.217,0.492,0.461,0.466
4,chosen/n000029/0268_04.jpg,13.038,1.0,1.414,1.414,5.0,3.162,3.0,4.0,2.0,3.162,3.162,5.0,8.0,17.263,24.187,12.042,6.0,3.0,15.0,34.015,19.026,11.0,8.062,6.0,3.0,0.787,0.348,0.498,0.5,0.471,0.62,3.0,0.331,-2.2639999389648438,-0.008999999612569809,0.54,0.453,0.453,0.211,0.167,0.171,0.404,0.392,0.39
5,chosen/n000029/0046_02.jpg,26.019,4.0,4.243,4.243,10.05,5.099,8.062,8.062,6.0,5.831,5.831,11.0,19.026,35.0,49.041,30.067,13.0,8.062,13.0,55.036,42.048,26.077,16.0,16.031,6.083,0.857,0.458,0.432,0.62,0.526,0.688,1.521,0.388,-0.5640000104904175,0.12600000202655792,0.521,0.453,0.454,0.237,0.225,0.229,0.672,0.663,0.66
6,chosen/n000029/0053_01.jpg,38.013,5.0,6.403,6.403,11.0,7.0,13.0,13.0,8.0,9.22,8.602,20.0,30.017,61.0,84.024,50.0,22.023,14.0,26.0,90.0,64.0,37.014,27.019,26.019,5.099,0.762,0.427,0.44,0.636,0.457,0.74,1.02,0.357,-0.2150000035762787,0.22699999809265137,0.565,0.51,0.512,0.315,0.295,0.3,0.491,0.465,0.466
7,chosen/n000029/0142_01.jpg,30.017,5.099,5.0,3.606,11.18,7.616,10.05,9.055,4.0,7.211,7.211,15.033,19.026,41.231,66.272,31.016,14.036,10.0,30.0,80.025,50.04,31.401,19.235,20.224,5.099,0.755,0.491,0.453,0.712,0.43,0.782,1.0,0.287,-0.35600000619888306,0.17100000381469727,0.631,0.547,0.544,0.306,0.272,0.279,0.573,0.528,0.527
8,chosen/n000029/0362_03.jpg,26.019,3.0,5.0,4.243,9.055,5.099,10.198,10.0,5.099,6.708,7.616,11.045,20.1,37.0,54.0,30.15,14.142,8.062,20.0,64.07,44.102,27.166,17.0,18.111,3.0,0.817,0.489,0.469,0.57,0.573,0.65,1.0,0.372,1.8459999561309814,0.06199999898672104,0.517,0.466,0.468,0.357,0.324,0.329,0.417,0.414,0.414
9,chosen/n000029/0483_01.jpg,29.12,4.472,5.0,5.099,8.544,6.403,9.849,11.18,6.325,7.071,7.28,13.601,22.136,42.426,66.287,37.0,18.028,9.487,29.0,79.624,51.546,31.016,20.616,22.472,3.162,0.778,0.53,0.487,0.526,0.532,0.66,0.707,0.334,1.6319999694824219,0.1720000058412552,0.495,0.433,0.434,0.323,0.295,0.3,0.297,0.295,0.296
