,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosen/n000596/0099_01.jpg,119.151,17.117,17.889,14.866,39.459,25.495,47.539,44.181,21.095,33.615,30.871,51.039,86.371,137.033,206.349,136.066,60.407,42.426,60.0,243.731,184.296,106.042,80.0,67.067,14.56,0.893,0.489,0.444,0.702,0.386,0.638,0.851,0.419,1.2089999914169312,0.1379999965429306,0.297,0.298,0.299,0.188,0.183,0.183,0.327,0.236,0.238
1,chosen/n000596/0174_01.jpg,28.16,3.0,5.0,4.243,13.038,6.0,14.0,13.0,4.123,6.325,7.211,11.045,19.105,36.497,52.345,32.062,13.0,9.055,24.0,65.069,41.11,26.019,15.133,13.0,8.0,0.785,0.356,0.405,0.697,0.51,0.73,2.667,0.365,0.4429999887943268,0.08399999886751175,0.445,0.447,0.447,0.204,0.187,0.188,0.271,0.23,0.232
2,chosen/n000596/0062_01.jpg,70.349,10.05,11.402,9.434,26.019,13.153,26.0,23.345,15.133,14.213,15.62,35.128,64.382,97.082,142.411,81.302,36.125,24.021,36.0,146.168,110.223,66.008,44.721,40.0,17.029,0.774,0.412,0.444,0.665,0.434,0.785,1.694,0.452,-0.07100000232458115,0.19300000369548798,0.583,0.528,0.532,0.232,0.227,0.235,0.382,0.379,0.378
3,chosen/n000596/0229_01.jpg,33.242,3.162,2.236,5.0,15.232,7.81,11.662,10.77,5.385,8.602,7.071,14.318,23.087,36.222,59.666,31.321,12.649,8.246,30.0,81.253,52.555,34.886,18.248,19.723,10.44,0.881,0.545,0.404,0.652,0.439,0.785,3.302,0.387,-0.8289999961853027,0.06400000303983688,0.468,0.451,0.447,0.208,0.196,0.197,0.28,0.276,0.277
4,chosen/n000596/0053_01.jpg,56.009,7.0,7.211,8.602,22.361,10.198,19.026,19.026,12.0,12.728,10.77,25.02,47.043,69.116,100.045,60.008,27.0,16.125,39.0,123.065,84.095,50.488,34.132,28.16,15.033,0.841,0.407,0.45,0.597,0.49,0.733,2.148,0.47,-1.2790000438690186,0.1120000034570694,0.622,0.518,0.52,0.202,0.202,0.21,0.489,0.421,0.421
5,chosen/n000596/0142_01.jpg,19.925,3.162,3.606,3.606,6.708,3.162,8.544,8.246,4.123,7.071,6.403,9.487,17.72,28.443,40.522,26.249,11.705,7.616,17.0,48.052,31.623,18.385,13.342,11.705,1.414,0.78,0.412,0.446,0.651,0.473,0.711,0.447,0.437,0.3619999885559082,0.023000000044703484,0.463,0.482,0.488,0.234,0.231,0.232,0.562,0.539,0.539
6,chosen/n000596/0309_04.jpg,21.0,3.0,3.606,2.828,9.0,3.0,7.071,6.0,5.0,5.0,4.472,10.0,18.0,25.02,36.0,24.0,10.0,7.071,8.0,40.0,32.0,20.0,12.0,11.0,6.0,0.889,0.44,0.417,0.707,0.455,0.833,2.0,0.5,-0.24199999868869781,-0.03799999877810478,0.595,0.569,0.574,0.124,0.186,0.184,0.416,0.336,0.334
7,chosen/n000596/0154_01.jpg,43.566,7.0,4.243,5.0,19.026,9.487,16.031,16.031,5.099,9.22,9.434,13.153,21.095,41.437,67.683,34.366,15.133,7.28,28.0,92.049,64.07,40.311,25.298,21.378,11.045,0.947,0.516,0.44,0.481,0.635,0.52,1.578,0.312,-1.965000033378601,0.23800000548362732,0.378,0.403,0.403,0.186,0.171,0.18,0.432,0.411,0.412
8,chosen/n000596/0163_01.jpg,53.038,8.0,11.314,9.899,17.0,9.22,23.195,20.025,8.0,14.318,13.928,22.023,34.015,57.428,97.082,61.0,25.0,19.105,44.0,123.016,79.025,43.186,36.056,26.306,6.0,0.814,0.458,0.41,0.764,0.555,0.611,0.75,0.35,-0.3529999852180481,0.3610000014305115,0.444,0.486,0.485,0.313,0.297,0.301,0.437,0.439,0.435
9,chosen/n000596/0121_01.jpg,56.08,7.071,6.708,6.325,28.16,10.05,18.0,17.029,12.0,11.314,10.296,24.083,44.102,65.031,94.048,57.079,27.074,15.0,39.0,121.334,82.492,54.745,28.0,26.683,22.023,0.877,0.41,0.474,0.554,0.434,0.86,3.115,0.469,0.7620000243186951,0.020999999716877937,0.846,0.661,0.67,0.176,0.17,0.175,0.495,0.473,0.472
