,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosen/n000082/0099_01.jpg,28.862,4.123,4.472,3.606,6.708,7.81,9.849,8.544,5.099,6.083,7.071,11.18,19.235,36.014,53.235,29.614,13.153,9.22,20.0,68.25,48.765,26.571,22.361,19.925,2.236,0.916,0.553,0.444,0.701,0.438,0.5,0.542,0.361,0.5740000009536743,0.0729999989271164,0.777,0.543,0.554,0.304,0.296,0.308,0.65,0.574,0.583
1,chosen/n000082/0549_03.jpg,27.074,4.0,4.472,3.606,8.0,5.0,9.0,9.487,7.0,4.472,5.0,11.045,24.021,37.483,51.245,31.016,13.0,9.055,16.0,61.131,45.177,26.077,19.105,18.111,5.0,0.882,0.483,0.419,0.697,0.446,0.578,1.25,0.469,0.7649999856948853,0.06599999964237213,0.626,0.537,0.54,0.246,0.254,0.257,0.526,0.497,0.499
2,chosen/n000082/0003_03.jpg,50.04,6.0,7.81,7.81,15.033,7.071,16.125,15.524,13.038,8.944,10.817,20.025,41.049,64.031,87.0,57.009,24.021,16.0,33.0,117.068,84.095,49.092,35.014,34.059,9.0,0.967,0.532,0.421,0.666,0.488,0.572,1.5,0.472,0.19699999690055847,0.13600000739097595,0.551,0.477,0.484,0.245,0.252,0.258,0.582,0.483,0.485
3,chosen/n000082/0062_01.jpg,66.03,8.0,10.63,11.314,23.087,13.342,25.08,24.515,13.0,13.0,13.416,23.0,46.0,84.214,115.109,75.007,28.0,24.0,31.0,145.031,114.039,71.063,43.0,48.01,13.038,0.991,0.57,0.373,0.857,0.457,0.535,1.63,0.4,-0.1340000033378601,0.09700000286102295,0.528,0.451,0.462,0.255,0.256,0.265,0.519,0.39,0.394
4,chosen/n000082/0410_03.jpg,39.56,5.385,5.0,5.0,12.083,4.243,9.849,10.296,9.487,8.062,7.28,16.155,35.468,50.695,72.422,44.944,19.313,12.649,24.0,86.833,63.906,36.401,27.514,24.352,7.616,0.882,0.48,0.43,0.655,0.395,0.587,1.414,0.49,0.21699999272823334,0.08699999749660492,0.515,0.436,0.445,0.184,0.177,0.179,0.287,0.242,0.243
5,chosen/n000082/0108_02.jpg,107.299,16.125,17.029,17.205,27.459,16.553,36.222,35.128,21.095,23.022,21.19,38.0,68.029,117.273,183.025,116.276,49.163,30.017,75.0,248.888,174.27,94.726,80.056,67.268,11.18,0.952,0.574,0.423,0.611,0.57,0.475,0.693,0.372,1.0529999732971191,0.31299999356269836,0.583,0.489,0.493,0.26,0.264,0.283,0.414,0.322,0.324
6,chosen/n000082/0046_02.jpg,45.177,5.0,7.81,6.708,10.0,5.099,12.166,13.0,12.042,7.81,9.899,20.224,41.437,54.745,85.709,55.731,23.345,17.117,24.0,95.131,71.176,36.014,35.228,26.019,6.083,0.83,0.475,0.419,0.733,0.424,0.574,1.217,0.483,-0.33799999952316284,0.09399999678134918,0.514,0.477,0.483,0.219,0.216,0.223,0.349,0.313,0.315
7,chosen/n000082/0017_02.jpg,35.128,4.0,4.472,5.831,9.22,5.099,9.22,12.042,10.05,8.485,7.28,15.0,32.016,43.012,63.071,40.112,17.029,11.045,24.0,79.101,55.145,29.155,26.019,20.025,5.0,0.874,0.466,0.425,0.649,0.466,0.577,1.25,0.508,1.3600000143051147,0.08500000089406967,0.549,0.452,0.456,0.209,0.225,0.232,0.349,0.312,0.316
8,chosen/n000082/0563_01.jpg,25.239,3.606,3.162,3.162,6.403,5.0,10.0,10.0,4.472,4.123,6.325,9.849,17.0,29.411,47.927,25.495,10.77,8.062,16.0,55.462,41.617,22.672,19.235,16.401,2.828,0.868,0.558,0.422,0.749,0.392,0.512,0.784,0.355,0.9269999861717224,0.050999999046325684,0.507,0.501,0.497,0.233,0.223,0.227,0.623,0.54,0.537
9,chosen/n000082/0053_01.jpg,27.0,3.162,5.0,5.0,7.0,2.0,8.0,9.055,6.0,5.831,5.831,12.042,21.024,33.015,48.01,32.062,13.0,10.0,13.0,54.009,41.012,21.024,20.0,14.036,3.0,0.854,0.425,0.405,0.769,0.5,0.602,0.949,0.438,-1.5119999647140503,0.1589999943971634,0.476,0.455,0.459,0.247,0.26,0.264,0.388,0.357,0.358
